,Y
5937,3400.0
18050,4100.0
35582,4600.0
36316,40000.0
17094,3100.0
19634,2100.0
12193,16000.0
8880,3000.0
9583,4400.0
30267,2000.0
34009,3630.0
13138,12500.0
24785,20000.0
9338,3700.0
939,3500.0
34227,4000.0
6116,1600.0
41055,1790.0
35294,2800.0
1429,35861.0
23063,4350.0
40479,2500.0
38473,6500.0
27491,6800.0
34576,2690.0
14536,3200.0
30228,3200.0
22068,6000.0
7329,7860.0
14091,2070.0
22610,3650.0
19303,3600.0
1793,12000.0
3241,2300.0
27211,1460.0
13707,2660.0
32210,13000.0
31642,6000.0
16603,12000.0
3135,3400.0
33552,2900.0
7317,5000.0
5813,2250.0
856,24500.0
24543,4800.0
32778,4200.0
33713,2670.0
32168,4000.0
30012,4200.0
12904,3800.0
11780,6600.0
17240,4500.0
9109,2690.0
24832,1100.0
18026,1260.0
33678,3200.0
22513,4500.0
38178,19000.0
32537,2800.0
38845,3000.0
38704,4000.0
25426,3000.0
34203,13000.0
8942,1500.0
31619,23000.0
20474,3700.0
15983,4500.0
30283,2200.0
3103,8500.0
31981,4500.0
18043,4360.0
9469,2900.0
24995,4000.0
19872,4800.0
29809,3200.0
2176,4800.0
14160,3330.0
14755,3700.0
2759,4000.0
12655,8800.0
1661,3500.0
14330,4800.0
16658,6300.0
12951,6000.0
12888,8500.0
15902,15000.0
19125,2000.0
22693,3700.0
32838,6800.0
12508,1590.0
8461,1295.0
7762,2200.0
18215,2800.0
688,2400.0
18662,3500.0
8317,3200.0
19237,12500.0
5237,4200.0
17542,3200.0
9627,4200.0
30212,7500.0
16464,4500.0
19442,8100.0
7783,3000.0
27004,10170.0
33720,4500.0
3411,6800.0
41039,1600.0
15501,3500.0
22695,4500.0
21369,3900.0
354,13000.0
22251,3200.0
16601,3200.0
10944,8800.0
24277,2930.0
31257,2490.0
23357,4000.0
17029,4300.0
21700,6000.0
25689,3400.0
8768,4600.0
27279,10000.0
18480,5000.0
35197,4400.0
25412,4000.0
21132,4300.0
3665,6800.0
19243,5200.0
3622,30000.0
12941,1000.0
1283,16800.0
37160,11000.0
308,38000.0
5603,5300.0
17812,4360.0
15152,3000.0
12213,3600.0
30254,3900.0
17879,7500.0
35241,14280.0
21167,7200.0
9011,2060.0
1781,3500.0
35151,2800.0
34687,3600.0
36181,10000.0
28076,2400.0
38102,4600.0
13684,1590.0
2408,16000.0
13955,3900.0
13863,4500.0
33041,3900.0
33632,1960.0
10276,1400.0
31975,4100.0
13435,2290.0
16802,1490.0
32883,4400.0
23657,4300.0
25777,2890.0
4331,9600.0
23664,3000.0
19835,2500.0
2326,4800.0
28019,6500.0
29541,3100.0
22189,4000.0
1393,1730.0
37253,3690.0
19581,3200.0
12290,2100.0
40381,1460.0
21621,2750.0
18695,2400.0
31215,3700.0
31362,4200.0
5144,6300.0
32997,2500.0
5085,2800.0
40350,2800.0
28630,7000.0
4201,1200.0
3358,5300.0
26639,7000.0
4722,14500.0
9204,2900.0
18442,6800.0
3643,3600.0
31111,4290.0
1942,2600.0
8826,2100.0
40055,2290.0
7411,2500.0
4490,3300.0
38018,3800.0
8877,16000.0
1872,3800.0
2374,32000.0
39730,3900.0
15387,5300.0
14363,4500.0
26817,4800.0
8838,2800.0
1358,4470.0
22689,4800.0
41384,1430.0
24712,3600.0
27959,4500.0
19007,3500.0
37701,4000.0
38201,8800.0
14812,2790.0
31180,2700.0
21076,3700.0
14139,5430.0
3262,4300.0
9803,1550.0
33316,5300.0
26173,2800.0
31633,3700.0
40382,2060.0
26703,3300.0
35622,13000.0
28211,4000.0
13618,3500.0
14007,4200.0
3779,9300.0
22663,4000.0
23638,3900.0
13191,4800.0
36989,3500.0
13238,3300.0
20493,4200.0
15340,6000.0
6452,1800.0
7502,2330.0
39779,1930.0
28133,2000.0
12674,3600.0
38506,5500.0
12033,4300.0
21061,5500.0
18282,370.0
109,2300.0
16214,4500.0
40060,1960.0
16286,4100.0
10597,3800.0
41402,2160.0
33626,6800.0
35833,3800.0
8291,1700.0
38337,4200.0
22985,8000.0
39488,2160.0
5529,7045.0
13776,5700.0
21125,4600.0
25309,2600.0
35703,5800.0
10877,1700.0
37542,12000.0
29906,6500.0
20440,4700.0
32154,2030.0
22145,3390.0
35461,3000.0
5035,3800.0
25837,3200.0
13981,7300.0
17835,3800.0
26956,10000.0
12032,2800.0
26540,4600.0
16728,6500.0
12421,1630.0
3319,13800.0
13247,1660.0
11621,3600.0
3253,2600.0
31218,2900.0
12184,8000.0
27182,7300.0
38737,2000.0
33752,3600.0
31359,3000.0
14118,1690.0
8300,1700.0
28505,4500.0
38738,2800.0
6699,4900.0
7215,1300.0
37652,1990.0
15435,3400.0
33666,5800.0
4118,4000.0
11370,3800.0
7331,3190.0
35568,4500.0
1519,18000.0
15099,3600.0
20548,1960.0
15543,5000.0
1659,3000.0
1844,4200.0
28687,4500.0
14721,3200.0
8282,1500.0
19884,4600.0
7018,5300.0
17122,3800.0
671,20000.0
4358,5000.0
27888,2900.0
17590,2390.0
31902,2000.0
7600,3600.0
23851,6000.0
2629,1500.0
7137,4200.0
27894,4000.0
39887,1770.0
20560,2590.0
19806,6700.0
10549,3700.0
29333,3300.0
37982,2400.0
29230,3300.0
24594,4360.0
10496,4600.0
27489,3200.0
39007,3600.0
16485,2900.0
18985,4080.0
36447,4800.0
3610,5200.0
11945,4800.0
21011,3500.0
39934,1060.0
1200,28000.0
40809,3230.0
30042,3900.0
13646,3000.0
40701,3350.0
28272,6300.0
10645,3650.0
31783,3500.0
32959,1760.0
6638,6500.0
40881,2290.0
13345,1700.0
40020,3390.0
15503,6000.0
24793,1700.0
26026,1000.0
6330,5100.0
17316,5900.0
37955,7300.0
16108,5500.0
31731,1500.0
5627,4600.0
18635,4890.0
28131,1890.0
23431,4100.0
14807,4800.0
922,8000.0
3069,3400.0
23483,4600.0
32033,3000.0
29823,4800.0
33953,3900.0
33665,3600.0
1985,4300.0
32676,1300.0
22778,5100.0
36483,12000.0
19501,5500.0
16417,3800.0
18507,1990.0
29130,5300.0
34914,1930.0
39264,3200.0
33786,5000.0
22236,4500.0
12051,5100.0
33889,4700.0
25016,3600.0
20382,5200.0
2791,1800.0
40746,3400.0
9989,1430.0
14770,1490.0
11437,5500.0
7257,1300.0
1553,3000.0
4382,1700.0
16294,3300.0
33388,2000.0
41215,15100.0
28208,3000.0
27227,6750.0
27498,1360.0
10126,2100.0
29549,1990.0
6054,1450.0
29492,2500.0
12398,10000.0
26625,4200.0
19555,1830.0
34873,2370.0
25746,1490.0
35628,1460.0
2683,6500.0
4287,4500.0
31443,7000.0
13462,2290.0
16399,7000.0
19016,4090.0
17622,3450.0
19158,4000.0
13064,3600.0
5872,11000.0
35839,7200.0
19197,2990.0
40226,2290.0
16783,2760.0
9429,3690.0
20290,4300.0
32400,3000.0
26936,11000.0
30532,9600.0
4110,1100.0
30196,6300.0
31271,8800.0
34527,1390.0
30781,3500.0
10023,3800.0
29665,12000.0
7439,14000.0
19355,5290.0
7992,3200.0
40362,1530.0
6547,9200.0
23659,3200.0
9420,3200.0
4661,1500.0
37540,6200.0
34301,2500.0
27047,2000.0
12012,2090.0
3514,5000.0
20881,4900.0
4782,6200.0
299,16000.0
11099,6200.0
32284,12500.0
31261,6300.0
39690,1590.0
3123,3800.0
8126,4360.0
5477,2900.0
15181,4300.0
18974,19000.0
27826,3500.0
3770,2300.0
23701,6000.0
19493,5000.0
11055,1830.0
39656,3000.0
34823,3800.0
11206,4600.0
36655,5000.0
15668,8300.0
28268,2000.0
15090,2400.0
38331,4500.0
1305,3190.0
2706,4700.0
26357,4000.0
19427,4100.0
14637,3200.0
3619,4700.0
39894,1490.0
15047,6600.0
28050,6200.0
31487,4900.0
9055,5200.0
23398,8000.0
18029,3800.0
39973,1560.0
31367,2800.0
35739,4900.0
14123,1890.0
33307,9000.0
38286,2460.0
28262,3000.0
8656,4890.0
23734,7000.0
4021,6200.0
30349,3700.0
41216,2130.0
23512,4300.0
32800,2260.0
4714,25000.0
40385,15800.0
26756,4000.0
24466,4200.0
11361,3500.0
17335,4000.0
19538,5000.0
41071,1530.0
9475,1600.0
40911,1990.0
13096,3400.0
41151,1530.0
1253,1760.0
13359,3000.0
26626,3900.0
39443,4600.0
22660,3600.0
21705,6500.0
3598,7000.0
7591,0.0
40172,2760.0
11901,1490.0
39797,2490.0
10036,4330.0
32723,5100.0
30259,2300.0
6933,3000.0
7669,4500.0
19513,4800.0
36819,3500.0
14489,4000.0
2260,5400.0
8584,5000.0
22918,380000.0
3117,3800.0
13246,2030.0
23720,3000.0
25756,3000.0
25033,4800.0
34719,1930.0
29391,3100.0
14765,3500.0
25784,4500.0
5337,6000.0
3162,4900.0
32489,3500.0
29514,57000.0
29051,2100.0
28831,5100.0
7497,2650.0
10709,2600.0
19891,2990.0
26596,2400.0
20868,3900.0
18169,5400.0
3126,2500.0
11787,4700.0
38546,3800.0
13768,3100.0
12838,4300.0
21713,3900.0
4457,4300.0
38039,14000.0
4660,3300.0
5608,9800.0
5446,8500.0
2212,5000.0
36298,4500.0
19266,6000.0
36575,3500.0
18207,2000.0
1146,22000.0
22290,3800.0
8589,2030.0
10390,2600.0
29812,2090.0
32086,3550.0
24954,2790.0
40564,2060.0
5649,12000.0
12779,1590.0
7046,3200.0
192,4500.0
40690,3700.0
40901,2590.0
37155,8000.0
39294,860.0
4396,8400.0
21918,9000.0
19682,1330.0
23661,6200.0
28084,2260.0
7655,7600.0
1867,2300.0
29274,5500.0
25845,5000.0
19826,3800.0
20477,4800.0
5268,5500.0
40174,2600.0
3660,2500.0
7624,2500.0
21956,3750.0
26248,4300.0
10671,2560.0
17110,3290.0
6315,5800.0
17994,4100.0
27587,4000.0
40080,1990.0
6168,5000.0
5162,2500.0
13437,2600.0
22313,3100.0
11551,1760.0
7022,16000.0
26225,6200.0
20208,1930.0
14484,5200.0
40038,1200.0
5054,3300.0
34425,5000.0
35537,4600.0
3011,6800.0
25388,5300.0
38671,3270.0
1245,3270.0
38892,4500.0
10778,14500.0
14082,2960.0
30233,3500.0
17414,4300.0
1373,3800.0
28971,4100.0
32748,8300.0
17013,6990.0
17520,3800.0
21497,4200.0
19970,3500.0
26648,14500.0
29444,1500.0
40938,2070.0
41222,1460.0
32574,5700.0
34895,3500.0
13334,1600.0
20257,4300.0
40487,1990.0
16787,5000.0
33932,2790.0
36040,1600.0
16577,2700.0
30715,3400.0
33614,16800.0
3329,3900.0
10919,1100.0
7247,14000.0
15318,3400.0
19222,7000.0
792,1300.0
38281,5300.0
39691,1090.0
22874,2360.0
15639,8000.0
25495,5000.0
16394,5600.0
15317,3000.0
34125,2400.0
40678,1460.0
33762,2300.0
40803,1330.0
26721,3200.0
8883,6300.0
9529,2060.0
28067,5000.0
9957,3700.0
19631,2730.0
6465,4400.0
35812,900.0
7864,2730.0
3902,3700.0
27528,3500.0
16857,3400.0
39312,4000.0
34980,7500.0
6015,4100.0
27650,7800.0
8091,5200.0
4613,3300.0
19845,3900.0
26222,4100.0
17949,9600.0
21284,1730.0
10374,3590.0
13145,5700.0
14863,3500.0
27505,2400.0
26646,9500.0
8557,5100.0
29801,6200.0
12610,3300.0
21234,3800.0
31303,3650.0
30116,5600.0
32302,5500.0
17690,8500.0
33535,3590.0
17246,4500.0
30293,8300.0
29857,10000.0
3230,5300.0
878,3400.0
7707,1300.0
5048,5000.0
10565,4300.0
37562,1430.0
15926,5600.0
8013,4000.0
5055,5000.0
11565,2230.0
15173,5000.0
36268,4400.0
19340,12000.0
26908,3500.0
10724,1900.0
26807,3500.0
26375,1460.0
22680,12300.0
14438,1790.0
21823,20500.0
2965,3500.0
15516,5100.0
18644,4800.0
6375,12000.0
15655,3000.0
16389,8800.0
9225,6000.0
6728,8500.0
24725,6400.0
10113,3600.0
25370,2800.0
38981,3190.0
17489,3900.0
36375,3300.0
27187,7900.0
34382,4500.0
9216,2200.0
36598,7500.0
8388,1790.0
198,8000.0
24007,4300.0
23266,3500.0
17479,26500.0
25074,3700.0
3368,8300.0
7465,2050.0
32170,2900.0
6288,4200.0
36592,3300.0
30890,4500.0
26686,2300.0
9602,6600.0
39473,6090.0
8092,8800.0
38042,2800.0
4825,7800.0
39334,4000.0
27157,4300.0
3719,2800.0
21469,1990.0
14532,7000.0
25160,6500.0
6511,4200.0
29489,4000.0
21035,5300.0
22731,4200.0
28568,3300.0
4416,11000.0
37855,6270.0
39041,3960.0
20111,4200.0
29434,7000.0
25654,1360.0
37518,5400.0
40265,2500.0
12599,4300.0
29294,3900.0
34377,4500.0
6402,8200.0
13935,7800.0
26039,3000.0
31270,3800.0
20044,3100.0
16834,6500.0
6958,3300.0
19552,2800.0
9670,1790.0
35477,3600.0
29835,4200.0
6405,36000.0
602,4200.0
16599,7000.0
30222,7000.0
5107,5500.0
19525,5100.0
32047,6200.0
28708,3000.0
30831,3400.0
11503,3300.0
13558,5000.0
39258,5100.0
31946,10000.0
5763,5600.0
6283,2900.0
18753,6000.0
33201,2130.0
4734,5800.0
3506,5100.0
5339,2700.0
15390,5200.0
31532,2800.0
25752,3700.0
13631,3000.0
25806,4700.0
23419,4900.0
14308,6600.0
3229,2500.0
30852,3500.0
30770,5500.0
19203,5090.0
23301,3200.0
10922,3000.0
15439,6000.0
38659,2600.0
4705,4800.0
18460,2790.0
4754,4500.0
12987,4300.0
27252,3400.0
1784,11000.0
16698,2500.0
28159,4660.0
29982,4200.0
19189,5200.0
40206,3290.0
20349,5000.0
36479,4200.0
5988,3500.0
34404,7000.0
38809,4500.0
35167,3000.0
25792,3900.0
16961,24000.0
31518,5300.0
32227,1490.0
15385,4500.0
15642,3100.0
1093,6300.0
15212,13500.0
3777,28000.0
34332,4400.0
451,4200.0
12401,2500.0
19983,2300.0
660,1600.0
31273,10000.0
25461,3400.0
11455,4000.0
11438,1190.0
13745,5500.0
4871,4600.0
25966,2200.0
13553,2790.0
39847,1290.0
26132,3800.0
13763,2900.0
25603,5800.0
25724,10300.0
13928,3400.0
36971,800.0
10368,9500.0
37422,3300.0
40191,2330.0
16709,4990.0
27604,2260.0
38718,11500.0
26398,1900.0
18195,12500.0
30239,2000.0
30927,1300.0
27166,3000.0
35551,11500.0
720,8500.0
24404,1600.0
35214,4500.0
38953,2890.0
1909,6300.0
36144,2670.0
24184,5600.0
22936,2130.0
40491,2690.0
40073,7000.0
40592,2500.0
39711,3800.0
33759,4490.0
10506,3060.0
38132,3400.0
9769,2700.0
1743,4600.0
17779,3800.0
27807,2200.0
18058,5090.0
9140,1560.0
34840,5300.0
27509,4600.0
39333,2130.0
35682,3500.0
2728,4000.0
1953,6200.0
5776,4500.0
26042,3000.0
27260,3500.0
23083,2800.0
18531,2130.0
4467,3600.0
4867,3000.0
39524,2700.0
25543,2800.0
1461,2500.0
19728,3500.0
37968,4230.0
21744,4100.0
21809,1590.0
11216,3800.0
10651,5100.0
3031,9500.0
18297,4200.0
31163,15500.0
14635,4000.0
29242,3900.0
1933,2200.0
16885,3480.0
22727,9000.0
2517,5600.0
40920,1460.0
3633,6300.0
7030,6000.0
1708,21000.0
24301,3400.0
14512,6800.0
30136,8500.0
5915,220000.0
36079,2780.0
31019,2800.0
18222,6200.0
15098,4000.0
35368,4500.0
27544,1400.0
20443,2600.0
764,3700.0
36004,10000.0
27762,5800.0
29315,1060.0
38566,15000.0
18210,3400.0
31634,7800.0
28951,5000.0
27348,17500.0
11087,4000.0
38956,3800.0
16204,4000.0
11817,7300.0
12876,2730.0
1005,2400.0
7907,4800.0
41190,1660.0
31637,6000.0
9095,1430.0
10422,1330.0
29187,3500.0
8007,1690.0
4952,22000.0
26597,2700.0
13230,2800.0
1043,5500.0
40053,3290.0
21995,7200.0
19498,3400.0
40342,1760.0
1027,5900.0
22750,7500.0
34727,4000.0
39835,1390.0
4870,3200.0
37011,2500.0
3399,2400.0
27072,700.0
41385,1290.0
21655,22000.0
10369,2430.0
11763,3800.0
27840,3300.0
13612,4200.0
2862,800.0
5229,4400.0
28914,5200.0
7717,3000.0
40315,2390.0
7026,3700.0
37948,4800.0
38760,3000.0
32806,5200.0
33863,3500.0
2810,1900.0
26972,6000.0
6482,8000.0
14681,3660.0
5550,5200.0
9614,1890.0
15401,2890.0
28461,3800.0
551,2500.0
6553,5900.0
28365,3100.0
16004,2000.0
38500,6800.0
1057,2460.0
3445,5200.0
40655,4000.0
9517,2800.0
25496,3600.0
18014,5800.0
2902,2000.0
40513,1660.0
36997,3000.0
39278,7500.0
32568,4200.0
6651,1600.0
32998,1730.0
27945,6500.0
38642,7600.0
12075,3100.0
39631,1860.0
24032,4000.0
10603,1390.0
11297,4500.0
26973,8500.0
20517,2490.0
6964,3800.0
30128,10500.0
16077,5000.0
34071,5500.0
14353,4390.0
28181,1400.0
21626,4500.0
20189,5300.0
3065,1900.0
381,1500.0
21231,11000.0
20228,6500.0
12754,3500.0
31583,5200.0
30468,5800.0
22516,5000.0
25872,4800.0
14186,6700.0
31909,3000.0
35198,3700.0
2953,4800.0
15741,12500.0
31005,3400.0
8541,3600.0
29370,4100.0
7929,6600.0
36378,3800.0
35210,1700.0
26123,4300.0
31621,11500.0
5578,4200.0
4442,3500.0
41271,4950.0
27300,4700.0
15422,4800.0
29249,4600.0
22507,8300.0
12403,5300.0
36556,4000.0
18734,4900.0
37962,3300.0
25459,2400.0
39286,2790.0
20518,5200.0
2096,2500.0
18439,8800.0
19291,3700.0
2991,3500.0
16712,4900.0
2040,4700.0
6725,6700.0
3499,4000.0
39104,1600.0
24970,2700.0
25681,1590.0
2268,6000.0
27122,1730.0
21829,7500.0
40784,1470.0
27272,8000.0
36491,2690.0
5739,5800.0
24123,3200.0
40971,1590.0
37277,9800.0
39988,2190.0
38400,12000.0
29245,3500.0
36588,4800.0
7706,2600.0
7173,1900.0
4823,3900.0
24697,4000.0
11589,1590.0
6256,1530.0
23184,3000.0
30559,5000.0
18659,5000.0
8957,1500.0
2497,7600.0
15925,7000.0
27812,5500.0
32737,2990.0
34636,4500.0
21656,1890.0
31801,2290.0
31351,5000.0
3063,4200.0
4035,1500.0
32903,5800.0
31048,4000.0
5042,3600.0
30847,3000.0
36651,4800.0
9387,3800.0
5514,5000.0
28989,6700.0
142,4200.0
11225,7000.0
6097,2100.0
33416,4400.0
19068,2800.0
36943,8333.0
16135,3630.0
34634,6300.0
20749,4450.0
9690,4700.0
31427,5600.0
31028,3000.0
20650,8000.0
20513,8500.0
9612,3500.0
35152,3260.0
40112,1730.0
3347,8000.0
38023,4200.0
25024,2200.0
40848,1290.0
21586,45000.0
19148,3100.0
29624,4800.0
36726,6800.0
37039,4500.0
1668,3600.0
24636,3990.0
34298,3500.0
1604,4900.0
17485,6400.0
15984,2600.0
7273,2800.0
34648,5200.0
6442,4000.0
31116,6000.0
12383,3700.0
9965,5000.0
41035,1390.0
20432,2500.0
30276,2000.0
39369,8000.0
19082,3300.0
438,2500.0
12889,2130.0
38326,5500.0
11826,6300.0
5955,3550.0
39505,1200.0
13973,1560.0
23938,1700.0
20876,1700.0
30952,5500.0
39402,3700.0
3482,2200.0
36514,10000.0
29145,3000.0
887,6400.0
29716,1650.0
14144,2890.0
31085,6100.0
29382,2800.0
13960,14000.0
18258,21000.0
5590,3500.0
37117,4400.0
1437,2300.0
36848,3600.0
8029,5000.0
40175,2090.0
23594,4600.0
34351,5000.0
13078,4000.0
11377,5400.0
4025,1800.0
37464,9500.0
5056,12000.0
21535,8000.0
14204,3800.0
2066,2300.0
2084,3000.0
6338,2200.0
5231,4500.0
24077,3300.0
34615,3500.0
13280,2300.0
31203,3300.0
7647,3000.0
12557,5200.0
14911,4000.0
9309,2100.0
40146,2290.0
7501,4200.0
32340,3450.0
632,2300.0
187,3400.0
17213,2500.0
6220,6200.0
25920,4000.0
31564,1660.0
29782,4400.0
37001,5000.0
24656,7500.0
16457,4300.0
6830,4300.0
13023,4300.0
2020,5300.0
4288,5000.0
3929,3900.0
36424,7700.0
2310,3800.0
23309,4300.0
6938,8800.0
38377,4500.0
11133,6600.0
40542,3700.0
33862,6100.0
28345,3400.0
35024,3400.0
18338,9600.0
31463,4000.0
19379,16000.0
30696,6800.0
2722,10000.0
3226,8500.0
9506,1500.0
15955,5920.0
35960,5000.0
69,27786.0
21037,2800.0
39382,17000.0
37127,5000.0
8357,5200.0
18259,3900.0
31094,4800.0
39535,3500.0
28069,2300.0
34143,4300.0
6081,2000.0
19882,2400.0
29755,4800.0
37217,3100.0
27318,8300.0
40018,1860.0
32282,3500.0
8170,1660.0
8465,4800.0
40270,2800.0
8670,1700.0
10262,1850.0
6017,6600.0
20536,3500.0
34174,3350.0
24622,1990.0
368,14000.0
20423,11000.0
10600,3500.0
25730,4600.0
41135,3600.0
7827,2900.0
23007,7666.0
29388,3500.0
7807,2500.0
23230,32000.0
16654,13500.0
23708,3600.0
32575,4000.0
3057,4000.0
908,4000.0
13076,2590.0
9899,1390.0
26671,2300.0
12662,6500.0
2175,6200.0
12439,2800.0
26044,4600.0
27675,2200.0
31233,6000.0
4498,4000.0
16926,5000.0
32926,5800.0
8095,3500.0
8339,5290.0
30460,1290.0
6526,3700.0
32977,3800.0
10662,6500.0
23020,4800.0
31022,3650.0
34083,15000.0
15514,2000.0
15166,6000.0
24830,4000.0
526,2000.0
14691,5000.0
31141,2400.0
75,4400.0
38035,3750.0
6071,1666.0
28199,2260.0
94,5400.0
1631,4600.0
34996,3800.0
25140,14000.0
30284,3000.0
30207,4150.0
39972,1790.0
12332,5000.0
32215,5200.0
31813,2460.0
1552,17500.0
6897,2700.0
19418,3500.0
22310,3900.0
20706,2200.0
37940,6900.0
40282,3300.0
10254,1800.0
15280,2330.0
27533,3400.0
20544,2700.0
27586,4500.0
4047,2000.0
26632,4700.0
1134,5200.0
40643,1460.0
9510,2000.0
2581,3400.0
11042,5600.0
17941,3500.0
23712,6200.0
27805,1790.0
37,8400.0
24825,4000.0
22108,3300.0
35732,5000.0
4653,3800.0
36314,8000.0
26971,4900.0
24151,3800.0
12342,4300.0
3273,9000.0
28621,7300.0
35144,5000.0
21849,6600.0
398,14000.0
38777,4000.0
175,2800.0
4963,8300.0
7478,2000.0
179,3600.0
36994,15000.0
39777,1690.0
35254,4400.0
27524,1800.0
9025,5900.0
31805,2090.0
3545,6300.0
14743,6800.0
2735,16500.0
19627,900.0
19397,2290.0
3302,3750.0
22947,17500.0
21888,1600.0
35608,5800.0
25134,4200.0
20018,9000.0
4388,11300.0
37520,5500.0
39716,1030.0
30412,2230.0
35476,2500.0
23563,3000.0
32451,5600.0
1046,5100.0
4914,3300.0
22633,4600.0
17014,2490.0
30121,3500.0
28867,11500.0
24478,2500.0
10775,10500.0
1852,3700.0
16421,9500.0
28858,5200.0
9319,5100.0
5362,3800.0
18835,4100.0
34039,4000.0
7500,2360.0
27340,2000.0
14189,3500.0
15602,12000.0
13964,5000.0
32234,3200.0
29074,12500.0
24662,2500.0
14175,3300.0
28928,4410.0
20077,2390.0
2035,5500.0
30328,3500.0
37517,5800.0
11324,1730.0
29532,3400.0
10608,1430.0
29647,5400.0
15175,5500.0
39143,4350.0
14888,5000.0
788,14500.0
8177,1890.0
17191,11200.0
7782,4300.0
8396,5300.0
29342,5700.0
8068,5500.0
8748,4000.0
14150,3800.0
9494,2900.0
39790,1700.0
34677,1200.0
36382,8000.0
7990,1790.0
2308,5500.0
40917,1790.0
14897,4800.0
5816,30000.0
38354,8500.0
2271,3900.0
11255,5200.0
36560,7500.0
23965,3500.0
30672,2700.0
17348,4000.0
16064,1600.0
40886,1790.0
36765,4000.0
40124,2390.0
34309,3500.0
30033,1060.0
37846,6200.0
9875,9000.0
14456,1660.0
2291,4500.0
8791,2600.0
7289,1700.0
9146,3500.0
1469,2200.0
23713,4300.0
30823,8000.0
7634,3600.0
3281,4200.0
20620,5500.0
3574,5500.0
29681,3500.0
24288,15000.0
33983,3360.0
26561,3800.0
38014,3400.0
12307,3300.0
10857,3090.0
3571,6000.0
34559,4300.0
41137,2060.0
36930,4100.0
15231,5400.0
7755,1800.0
7779,5100.0
18847,5000.0
6632,6500.0
35598,3500.0
32970,3600.0
10764,7300.0
26813,3800.0
35275,2600.0
33302,3600.0
37213,3490.0
10447,1460.0
40442,2260.0
2502,3800.0
13474,2290.0
31923,4500.0
11841,2700.0
24174,5200.0
21270,5000.0
37458,1200.0
9014,3100.0
4634,3800.0
40179,1990.0
20902,5800.0
40525,1760.0
24676,3800.0
33220,6200.0
38764,3600.0
800,2000.0
13163,4000.0
35879,4800.0
2901,6000.0
8712,2400.0
19585,1290.0
31256,4500.0
19394,4190.0
877,3000.0
29847,3600.0
21082,5300.0
6311,2000.0
30597,4200.0
12465,2500.0
22277,9500.0
34161,9000.0
18955,7600.0
32171,3100.0
4925,3400.0
13980,3000.0
27188,1230.0
19000,13000.0
37322,4200.0
22255,10000.0
33362,2600.0
19008,5000.0
20510,4200.0
3068,3300.0
5407,4200.0
8979,1200.0
12736,3500.0
457,1500.0
30429,1700.0
29969,5200.0
812,1000.0
31804,3400.0
12136,4000.0
34380,7200.0
28248,1700.0
28309,7000.0
16810,1300.0
5298,2600.0
41030,2370.0
11005,4000.0
24050,5600.0
39861,1330.0
26868,3000.0
4976,4000.0
19587,3800.0
18397,3300.0
8893,3800.0
22604,5300.0
6166,14000.0
5720,3100.0
33,2100.0
39493,2990.0
9462,2500.0
147,2550.0
17294,4300.0
6754,4800.0
28836,4700.0
38766,3800.0
25205,4800.0
16234,3800.0
29746,4000.0
12622,2090.0
5290,4300.0
16653,7450.0
39945,2430.0
14071,3800.0
36602,5200.0
8915,5600.0
11753,6390.0
31357,3500.0
35321,3800.0
5996,12000.0
32554,4400.0
40915,3300.0
14178,7500.0
7373,1500.0
25888,5200.0
15457,5500.0
34593,5600.0
21155,1990.0
41053,1430.0
5104,2000.0
34436,8000.0
6215,4000.0
18589,1660.0
10025,5300.0
9634,1390.0
11576,3500.0
1946,5800.0
24687,3700.0
35977,3800.0
27668,5700.0
36476,4500.0
7716,1500.0
35262,5450.0
35870,5500.0
34030,10300.0
9535,3600.0
10077,2700.0
9009,11000.0
30694,2000.0
9589,2600.0
28522,900.0
8854,10000.0
20182,1600.0
15353,3200.0
14941,1760.0
21992,8500.0
26527,2000.0
11263,6000.0
18132,5200.0
11774,3900.0
25260,2400.0
27567,4300.0
33218,4200.0
3798,500.0
4582,2300.0
23221,5000.0
22973,5300.0
3549,3600.0
27142,5600.0
18000,2360.0
12817,2490.0
36200,5000.0
32393,1900.0
24045,4300.0
2988,4100.0
29002,12000.0
34107,5000.0
28712,5000.0
31879,3300.0
14872,4500.0
14284,8000.0
2890,3400.0
30639,3500.0
31169,3800.0
41366,1990.0
6717,4900.0
32106,6800.0
16990,11000.0
23762,7000.0
32019,3600.0
32431,500.0
1675,3500.0
102,6900.0
6568,6200.0
7420,3300.0
29517,7000.0
30661,8600.0
27689,3500.0
36068,2400.0
25851,15500.0
27590,3800.0
26495,2900.0
27008,17000.0
21564,2900.0
13063,3800.0
21429,4200.0
14001,3000.0
37813,2490.0
19725,5500.0
4620,6500.0
38746,10000.0
1139,7000.0
40238,2630.0
18811,4200.0
37845,6200.0
8005,1190.0
12943,4100.0
1818,2800.0
18074,3300.0
17435,16000.0
11577,1830.0
35327,1350.0
35850,1600.0
15725,5500.0
3663,5000.0
31096,4300.0
25129,5000.0
10431,1730.0
950,4200.0
5053,1300.0
36753,3300.0
19591,4390.0
37886,2090.0
27282,4700.0
5787,1900.0
18818,9000.0
27168,2500.0
23249,2060.0
2550,18000.0
37785,2900.0
27174,2190.0
29176,6700.0
4194,1900.0
22714,3700.0
40013,2500.0
7019,13000.0
2727,4400.0
36472,2700.0
13722,4400.0
29691,1460.0
9998,7200.0
23441,6800.0
5075,8000.0
27711,10000.0
